target_id,page_url,status,error_message,lighthouse_performance_score,lighthouse_first_contentful_paint_ms,lighthouse_largest_contentful_paint_ms,lighthouse_speed_index_ms,severity,rule_id,description,help_url,impacted_criteria,selector,html_snippet,failure_summary,suspicious_alt_value,suspicious_alt_html
data-medicaid-gov,https://data.medicaid.gov/dataset/1c853fe0-28c0-43f9-a7ac-26d28c3633c2,COMPLETED,,56,11017,13649,11017,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""Unit Per Package Size""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize Unit Per Package Size column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-medicaid-gov,https://data.medicaid.gov/dataset/1c853fe0-28c0-43f9-a7ac-26d28c3633c2,COMPLETED,,56,11017,13649,11017,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""Therapeutic Equivalent Code""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize Therapeutic Equivalent Code column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-medicaid-gov,https://data.medicaid.gov/dataset/1c853fe0-28c0-43f9-a7ac-26d28c3633c2,COMPLETED,,56,11017,13649,11017,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""5i Indicator""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible[aria-label=""Resize 5i Indicator column""]","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize 5i Indicator column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-medicaid-gov,https://data.medicaid.gov/dataset/1c853fe0-28c0-43f9-a7ac-26d28c3633c2,COMPLETED,,56,11017,13649,11017,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""Purchased Product Date""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize Purchased Product Date column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-medicaid-gov,https://data.medicaid.gov/dataset/1c853fe0-28c0-43f9-a7ac-26d28c3633c2,COMPLETED,,56,11017,13649,11017,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""Coverage Effective Date""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize Coverage Effective Date column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-medicaid-gov,https://data.medicaid.gov/dataset/1c853fe0-28c0-43f9-a7ac-26d28c3633c2,COMPLETED,,56,11017,13649,11017,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""Drug Termination Date""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize Drug Termination Date column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-medicaid-gov,https://data.medicaid.gov/dataset/1c853fe0-28c0-43f9-a7ac-26d28c3633c2,COMPLETED,,56,11017,13649,11017,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""Drug Reactivation Date""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize Drug Reactivation Date column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-medicaid-gov,https://data.medicaid.gov/dataset/1c853fe0-28c0-43f9-a7ac-26d28c3633c2,COMPLETED,,56,11017,13649,11017,serious,target-size,Ensure touch targets have sufficient size and space,https://dequeuniversity.com/rules/axe/4.11/target-size?application=playwright,wcag22aa; wcag258,"#data-table > div:nth-child(1) > .dc-c-datatable-wrapper.ds-u-border-x--1.ds-u-border-bottom--1 > .dc-c-datatable > thead > .dc-c-sticky-header > .ds-u-border-y--2[title=""Date Reported to CMS""][aria-sort=""none""] > .dc-c-resize-handle.ds-u-focus-visible","<button class=""dc-c-resize-handle ds-u-focus-visible "" aria-label=""Resize Date Reported to CMS column""></button>","Fix any of the following:
  Target has insufficient size (10px by 58px, should be at least 24px by 24px)
  Target has insufficient space to its closest neighbors. Safe clickable space has a diameter of 22px instead of at least 24px.",,
data-medicaid-gov,https://data.medicaid.gov/dataset/1c853fe0-28c0-43f9-a7ac-26d28c3633c2,COMPLETED,,56,11017,13649,11017,moderate,suspicious-alt-text,Suspicious or missing alternative text pattern detected.,,,,,,data.medicaid.gov Logo,"<img src=""/frontend/build/static/media/data.medicaid.gov.png"" alt=""data.medicaid.gov Logo"">"
data-medicaid-gov,https://data.medicaid.gov/dataset/1c853fe0-28c0-43f9-a7ac-26d28c3633c2,COMPLETED,,56,11017,13649,11017,moderate,suspicious-alt-text,Suspicious or missing alternative text pattern detected.,,,,,,HHS Logo,"<img class=""dc-c-footer__logo"" src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADsAAAA7CAMAAADy+wKBAAAAnFBMVEUAAABCUVU7RUw0PUczPEczOkY3QEo5QkwzO0Y2"
data-medicaid-gov,https://data.medicaid.gov/dataset/1c853fe0-28c0-43f9-a7ac-26d28c3633c2,COMPLETED,,56,11017,13649,11017,moderate,suspicious-alt-text,Suspicious or missing alternative text pattern detected.,,,,,,CMS Logo,"<img class=""dc-c-footer__logo"" src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHUAAAAoCAMAAAD3ykWnAAAAmVBMVEUAAAAqNkAAACMvOEItOEMfKTAwNkMxOUQrNEEy"
data-medicaid-gov,https://data.medicaid.gov/dataset/1c853fe0-28c0-43f9-a7ac-26d28c3633c2,COMPLETED,,56,11017,13649,11017,serious,third-party-js-regression,Accessibility regressions detected when comparing JS-enabled and JS-disabled audits.,,wcag2a;wcag2aa;section508,,,Added by JS: 1; Rules: target-size; Providers: Google Tag Manager:MEDIUM,,
data-medicaid-gov,https://data.medicaid.gov/medicaid-chip-eligibility-enrollment-snapshot-data,COMPLETED,,40,9080,12005,9080,moderate,suspicious-alt-text,Suspicious or missing alternative text pattern detected.,,,,,,data.medicaid.gov Logo,"<img src=""/frontend/build/static/media/data.medicaid.gov.png"" alt=""data.medicaid.gov Logo"">"
data-medicaid-gov,https://data.medicaid.gov/medicaid-chip-eligibility-enrollment-snapshot-data,COMPLETED,,40,9080,12005,9080,moderate,suspicious-alt-text,Suspicious or missing alternative text pattern detected.,,,,,,HHS Logo,"<img class=""dc-c-footer__logo"" src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAADsAAAA7CAMAAADy+wKBAAAAnFBMVEUAAABCUVU7RUw0PUczPEczOkY3QEo5QkwzO0Y2"
data-medicaid-gov,https://data.medicaid.gov/medicaid-chip-eligibility-enrollment-snapshot-data,COMPLETED,,40,9080,12005,9080,moderate,suspicious-alt-text,Suspicious or missing alternative text pattern detected.,,,,,,CMS Logo,"<img class=""dc-c-footer__logo"" src=""data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHUAAAAoCAMAAAD3ykWnAAAAmVBMVEUAAAAqNkAAACMvOEItOEMfKTAwNkMxOUQrNEEy"
data-medicaid-gov,https://data.medicaid.gov/about/program-overview,COMPLETED,Page scan exceeded strict 120s limit and was cancelled.,50,9180,11790,9180,,,,,,,,,,
